"iso3","month","access","percapita_nets","loess_predicted_access"
"SLE",12,0.773681968228727,0.656824913156273,0.797922784060159
"SLE",11,0.773080920329438,0.657799903011886,0.798551472579379
"SLE",10,0.772211570630343,0.657949390860904,0.79864779195931
"COM",8,0.771204418963726,0.658358318560601,0.79891117725177
"GNB",9,0.776036246242621,0.660451625786732,0.800257185716404
"COG",8,0.76148747431501,0.667455263972569,0.804733022774276
"MLI",6,0.861067789892577,0.668519324826474,0.80540932549337
"NER",1,0.809622115352276,0.673023152744843,0.808261063995609
"GNB",12,0.789320265734664,0.678042034773077,0.811418283243612
"GNB",11,0.789937396073184,0.679945122652357,0.81260976775337
"GNB",10,0.789926597414084,0.680957919356029,0.813242584322724
"COG",7,0.769770429980354,0.681037888851231,0.813292513217196
"MLI",7,0.86964729928857,0.683848916817714,0.815044069093486
"UGA",9,0.85243786311673,0.687191175586212,0.817117761362587
"NER",2,0.81706176744774,0.688932945262147,0.818194615749864
"COG",6,0.777758459427776,0.694417250581643,0.821568212222813
"COM",9,0.79165733518032,0.695173057407198,0.822031102959929
"TGO",5,0.858790611265657,0.695485612215355,0.822222381889888
"MLI",8,0.877789831416437,0.69923810534488,0.824512276940422
"NER",3,0.823755521102793,0.704421761198186,0.827655552420654
"UGA",12,0.863547925192869,0.706229282355961,0.828746156554116
"UGA",10,0.862976738077966,0.706300770226115,0.8287892323351
"UGA",11,0.863601515982776,0.706662933433415,0.829007390006722
"COG",5,0.785062549512587,0.707592191794971,0.829566634154095
